brand,mod_arc_s,model,num_review,price,rating,true_fit,true_width
To Boot New York,100,Malden,2,209.99,2.0,50,100
,0,,0,0,0.0,0,0
SWIMS,0,Cage Trainer,0,137.99,0.0,0,0
Harley-Davidson,0,Bateman,0,137.95,0.0,0,0
Polo Ralph Lauren,60,Thorton,11,50.99,4.0,86,100
COACH,0,Wildbeast Tennis Cup Sole,0,175.0,0.0,0,0
COACH,0,Color-Block Tech Court,0,117.99,0.0,0,0
COACH,0,Signature Mesh Tech Runner,0,250.0,0.0,0,0
Supply Lab,71,Damian,7,70.29,4.0,86,100
,0,,0,0,0.0,0,0
,0,,0,0,0.0,0,0
,0,,0,0,0.0,0,0
SeaVees,0,Legend Sneaker Flannel,0,98.0,0.0,0,0
SeaVees,0,Legend Recycled Cotton,0,58.67,0.0,0,0
SeaVees,0,Darby Sneaker,0,72.99,0.0,0,0
adidas,0,NMD_XR1,0,160.0,0.0,0,0
SAS,100,Pursuit,28,198.95,4.0,100,50
SAS,100,Pursuit,28,198.95,4.0,100,50
SeaVees,100,Baja Slip-On Standard,1,68.0,2.0,100,100
Lacoste,0,Storm 96 Lo 0120 3,0,94.5,0.0,0,0
Lacoste,0,T-Clip 0120 4,0,101.19,0.0,0,0
Lacoste,0,Storm 96 Winter 0320 1,0,97.27,0.0,0,0
Lacoste,0,Storm 96 Winter 0320 1,0,99.1,0.0,0,0
Lacoste,100,Chaymon 0120 1,2,115.0,4.0,50,100
Lacoste,0,Menerva Sport 0120 1,0,62.64,0.0,0,0
Supply Lab,0,Michael,0,95.99,0.0,0,0
Magnanni,100,Elonso Lo,1,335.0,4.0,100,100
Steve Madden,0,Ivann,0,119.9,0.0,0,0
Steve Madden,0,Isles 2,0,89.9,0.0,0,0
Mezlan,100,Kalem,1,177.99,5.0,100,100
Cole Haan,79,Zerogrand Stitchlite Oxford,75,180.0,4.0,55,88
Cole Haan,0,Zerogrand All-Day Stitchlite Runner,0,107.99,0.0,0,0
Cole Haan,66,Original Grand Ultra Wing Ox,43,180.0,5.0,90,100
,0,,0,0,0.0,0,0
SAS,67,Journey Mesh,216,184.95,5.0,95,91
PUMA,0,Ferrari R-Cat,0,89.95,0.0,0,0
,0,,0,0,0.0,0,0
Camper,100,Courb - K100432,1,155.0,4.0,100,100
Camper,0,Pelotas XL,0,129.95,0.0,0,0
Camper,100,Peu Touring - K100479,1,130.0,2.0,100,100
Camper,0,Camillion Smith - K100478,0,154.95,0.0,0,0
Camper,100,Morrys,2,180.0,5.0,50,100
Clarks,67,Kitna Vibe,6,48.15,4.0,83,83
Clarks,67,Kitna Vibe,6,52.19,4.0,83,83
,0,,0,0,0.0,0,0
Friendly Shoes,100,Medimoto LT,1,74.17,5.0,100,100
Friendly Shoes,0,Friendly Flex,0,69.23,0.0,0,0
Lacoste,0,UT-LT Libre 0320 1,0,145.0,0.0,0,0
Lacoste,0,Ace Lift 0120 1,0,84.0,0.0,0,0
Lacoste,0,Ace Lift 0120 3,0,84.0,0.0,0,0
Michael Kors,0,Lucas,0,228.0,0.0,0,0
Sanuk,0,Hi Bro Lite,0,49.95,0.0,0,0
Clarks,100,Un Costa Tie,1,130.0,2.0,100,100
Clarks,75,Un Trail Form,9,77.0,4.0,78,75
,0,,0,0,0.0,0,0
Lacoste,0,Esparre BL 1,0,94.95,0.0,0,0
Bruno Magli,50,Davio,4,350.0,4.0,50,100
Bruno Magli,50,Davio,4,350.0,4.0,50,100
Native Shoes,100,Mercury 2.0 Liteknit,7,89.99,3.0,86,71
SWIMS,67,Breeze Tennis Knit Sneakers,3,150.0,4.0,67,100
SWIMS,67,Breeze Tennis Knit Sneakers,3,150.0,4.0,67,100
Volcom,100,Draft Eco Shoes,1,69.95,2.0,100,100
Lacoste,0,Chaymon 120 7 U,0,101.45,0.0,0,0
Lacoste,0,Chaymon 120 6 US,0,80.99,0.0,0,0
Lacoste,100,Chaymon 120 4,1,69.99,4.0,100,100
