brand,mod_arc_s,model,num_review,price,rating,true_fit,true_width
AllSaints,0,Rodeo,0,350.0,0.0,0,0
To Boot New York,100,Shelby,3,398.0,5.0,100,100
Volcom,100,Willington Boot,1,194.95,2.0,100,100
Steve Madden,0,Ballot Lace-Up Boot,0,114.95,0.0,0,0
thirtytwo,0,TM-2 Snowboard Boot,0,324.95,0.0,0,0
thirtytwo,0,Lashed Premium Snowboard Boot,0,349.95,0.0,0,0
thirtytwo,0,Lashed Snowboard Boot,0,249.95,0.0,0,0
Stacy Adams,0,Sentinel Chukka Boot,4,109.95,5.0,0,0
Vance Co.,0,Landon Chelsea Dress Boot,0,69.99,0.0,0,0
thirtytwo,0,Lashed Snowboard Boot,0,249.95,0.0,0,0
Vance Co.,0,Porter Chelsea Boot,0,64.99,0.0,0,0
thirtytwo,0,Lashed Double BOA Snowboard Boot,1,299.95,1.0,0,0
Vance Co.,0,Manson Chukka Boot,0,69.99,0.0,0,0
Vance Co.,0,Manson Chukka Boot,0,69.99,0.0,0,0
Vance Co.,0,Evans Ankle Boot,0,64.99,0.0,0,0
,0,,0,0,0.0,0,0
Anthony Veer,0,Ranveer Cap Toe Boot,0,184.95,0.0,0,0
Bed Stu,0,Curtis II,0,195.0,0.0,0,0
Magnanni,0,Armade,0,425.0,0.0,0,0
thirtytwo,0,TM-2 Snowboard Boot,0,324.95,0.0,0,0
thirtytwo,0,TM-2 Double BOA Snowboard Boot,0,379.95,0.0,0,0
thirtytwo,0,TM-2 Double BOA Snowboard Boot,0,379.95,0.0,0,0
thirtytwo,0,Lashed Snowboard Boot,0,249.95,0.0,0,0
Nunn Bush,67,Pasadena Cap Toe Chukka,3,70.24,4.0,67,67
Wolverine Heritage,100,1000 Mile Montague Chelsea Zip,4,295.0,2.0,100,75
hari mari,100,Adobe Desert Boot,8,119.95,4.0,75,100
hari mari,0,Canyontrek Chukka,0,139.95,0.0,0,0
hari mari,100,Adobe Desert Boot,8,119.95,4.0,75,100
Deer Stags,100,Adrian,2,44.99,2.0,50,100
Durango,100,"Rebel Pro 12"" Square Toe",1,166.0,5.0,100,100
Durango,0,"Rebel Pro 12"" Cutter Toe",0,166.0,0.0,0,0
Harley-Davidson,0,Owens Lace,0,159.9,0.0,0,0
Neil Barrett,0,Punk Chain Gorilla Boot,0,454.99,0.0,0,0
Bed Stu,71,Dreck,9,185.0,4.0,88,100
Frye,66,Harness 12R,119,377.95,5.0,80,87
Frye,64,Engineer 12R,58,197.99,5.0,80,88
GREATS,0,Dante,0,250.0,0.0,0,0
Magnanni,100,Peyton II,1,398.0,5.0,100,100
Bruno Magli,57,Arcadia,8,550.0,5.0,75,88
Vince Camuto,0,Iseminger,0,149.0,0.0,0,0
Wolverine Heritage,100,1000 Mile Montague Chelsea Zip,4,295.0,2.0,100,75
Magnanni,100,Malone,2,398.0,5.0,50,100
Old West Boots,100,TBM3011,3,84.95,5.0,67,100
Magnanni,0,Riley,0,375.0,0.0,0,0
Magnanni,0,Lucero,0,525.0,0.0,0,0
Corral Boots,0,A3532,0,208.95,0.0,0,0
Stacy Adams,100,Grantley Plain Toe Chukka Boot,23,104.95,5.0,67,100
Georgia Boot,0,"Athens360 11"" Moc Steel Toe",0,195.0,0.0,0,0
Bates Footwear,100,Velocitor,3,129.95,4.0,67,50
L.L.Bean,0,"Snow Sneakers with Arctic Grip, Low Lace-Up",0,145.0,0.0,0,0
,0,,0,0,0.0,0,0
Burton,0,Ion Snowboard Boot,0,509.95,0.0,0,0
Josef Seibel,100,Earl 04,3,159.95,5.0,100,100
Ted Baker,0,Roplet,0,250.0,0.0,0,0
BOSS Hugo Boss,0,Dart Chelsea Fully Lined Boot,0,280.0,0.0,0,0
Dan Post,0,Winslow,0,179.95,0.0,0,0
Michael Kors,0,Asher Boot,0,248.0,0.0,0,0
Michael Kors,0,Asher Boot,0,248.0,0.0,0,0
Propet,100,Findley,5,75.99,3.0,60,75
Frye,76,Tyler Lace Up,52,327.95,4.0,52,62
Ariat,60,Legend Phoenix,47,199.95,5.0,60,95
Burton,100,Imperial Snowboard Boot,1,339.95,5.0,100,100
Burton,0,Ion Snowboard Boot,0,509.95,0.0,0,0
Supply Lab,100,Jared,4,155.0,4.0,50,50
Frye,100,Bowery Inside Zip,4,357.95,4.0,75,100
Bed Stu,0,Lincoln,0,230.0,0.0,0,0
Bed Stu,79,Protege,32,325.0,5.0,72,77
Bed Stu,0,Old Bowen,1,295.0,5.0,0,0
TRAQ by Alegria,0,Outbaq,0,135.99,0.0,0,0
TRAQ by Alegria,0,Outbaq,0,149.95,0.0,0,0
TRAQ by Alegria,0,Outbaq,0,149.95,0.0,0,0
Bates Footwear,0,Maneuver Side Zip,0,159.95,0.0,0,0
Tingley Overshoes,0,Airgo™ Ultra Lightweight EVA Low Cut Boot,0,55.0,0.0,0,0
Justin,0,Hi-Call,0,94.95,0.0,0,0
Clarks,0,Atticus Limit,0,80.99,0.0,0,0
Frye,100,Korver Chelsea Boots,1,297.95,5.0,100,100
Frye,89,Gordon Lace-Up,20,297.95,3.0,58,85
Naot,100,General,1,219.95,5.0,100,100
Dan Post,0,Albert,0,219.95,0.0,0,0
Irish Setter,100,Farmington KT 83623,1,149.99,5.0,100,100
Allen Edmonds,0,Patton WP,0,445.0,0.0,0,0
Clarks,100,Desert Boot 2.0,3,149.95,4.0,100,100
